Date (MM/DD/YYYY),Time (HH:mm:ss),Chlorophyll RFU,SpCond µS/cm,ODO mg/L,TAL PC RFU,Turbidity FNU,pH,Temp °C
9/8/2021,22:12:12,2.41,19226.3,7.03,0.42,8.24,8.16,22.014
9/8/2021,22:27:12,2.77,19120,7.52,0.47,10.16,8.38,21.318
9/8/2021,22:42:12,2.95,18950,8.03,0.6,23.5,8.54,20.441
9/8/2021,22:57:12,2.54,18725,8.1,0.79,97.24,8.55,20.541
9/8/2021,23:12:12,2.19,18941.3,7.91,0.66,71.73,8.4,20.856
9/8/2021,23:27:12,2.37,18858.9,7.99,0.71,80.69,8.44,20.733
9/8/2021,23:42:12,2.56,18728.2,8.08,0.69,75.89,8.5,20.674
9/8/2021,23:57:12,2.55,18724.6,8.11,0.63,46.65,8.51,20.442
9/9/2021,0:12:12,2.54,18713.8,8.14,0.63,59.87,8.53,20.582
9/9/2021,0:27:12,2.42,18726.5,8.16,0.65,54.14,8.54,20.623
9/9/2021,0:42:14,2.23,18772.9,8.15,0.63,51.56,8.54,20.854
9/9/2021,0:57:12,2.11,18820.2,8.14,0.62,61.86,8.57,20.94
9/9/2021,1:12:12,2.23,18726.7,8.18,0.58,53.59,8.58,20.783
9/9/2021,1:27:12,2.13,18715.7,8.19,0.58,48.21,8.57,20.708
9/9/2021,1:42:12,2.16,18720.2,8.19,0.59,51.47,8.57,20.751
9/9/2021,1:57:12,2.1,18676.9,8.2,0.56,45.62,8.56,20.667
9/9/2021,2:12:12,2.08,18641.5,8.19,0.56,61.54,8.56,20.587
9/9/2021,2:27:12,2.01,18629.7,8.19,0.55,52.03,8.56,20.664
9/9/2021,2:42:12,1.92,18611.7,8.18,0.56,49.94,8.55,20.701
9/9/2021,2:57:12,1.86,18573.2,8.18,0.55,50.95,8.55,20.651
9/9/2021,3:12:12,1.69,18542.3,8.18,0.55,52.8,8.54,20.604
9/9/2021,3:27:12,1.61,18538.9,8.17,0.54,51.25,8.53,20.551
9/9/2021,3:42:12,1.45,18514.6,8.18,0.51,55.64,8.53,20.417
9/9/2021,3:57:12,1.51,18500.7,8.19,0.52,56.25,8.53,20.16
9/9/2021,4:12:12,1.53,18594.7,8.15,0.47,44.34,8.53,20.244
9/9/2021,4:27:12,1.49,18611.3,8.16,0.46,34.94,8.52,20.196
9/9/2021,4:42:14,1.56,18639.3,8.06,0.44,27.04,8.51,20.149
9/9/2021,4:57:12,1.49,18669,7.95,0.47,30.5,8.49,20.193
9/9/2021,5:12:12,1.75,18693.4,7.84,0.5,41.24,8.48,20.14
9/9/2021,5:27:12,1.79,18723.4,7.69,0.49,40.74,8.45,20.06
9/9/2021,5:42:12,1.68,18753.3,7.52,0.52,43.45,8.41,20.008
9/9/2021,5:57:14,1.6,18770.5,7.32,0.51,40.74,8.35,19.949
9/9/2021,6:12:12,1.47,18800.2,7.04,0.5,43.22,8.28,19.895
9/9/2021,6:27:12,1.35,18894.7,6.59,0.48,42.47,8.15,19.892
9/9/2021,6:42:12,1.3,18992.6,6.38,0.41,32.66,8.08,19.88
9/9/2021,6:57:12,1.23,19038.2,6.3,0.39,25.9,8.03,19.884
9/9/2021,7:12:12,1.21,19094.4,6.2,0.33,20.48,7.99,19.926
9/9/2021,7:27:14,1.17,19132.7,6.13,0.34,19.72,7.96,19.989
9/9/2021,7:42:12,1.14,19166.7,6.07,0.36,14.89,7.93,20.036
9/9/2021,7:57:14,1.15,19186.3,6.13,0.34,17.06,7.93,20.061
9/9/2021,8:12:12,1.15,19205.8,6.1,0.35,12.11,7.91,20.07
9/9/2021,8:27:12,1.14,19234.9,6.1,0.35,12.62,7.9,20.14
9/9/2021,8:42:12,1.13,19257.1,6.18,0.33,17.27,7.9,20.165
9/9/2021,8:57:12,1.12,19283.9,6.22,0.31,13.27,7.91,20.193
9/9/2021,9:12:12,1.11,19302.4,6.17,0.29,11.19,7.88,20.251
9/9/2021,9:27:12,1.11,19346.1,6.13,0.32,12.61,7.87,20.32
9/9/2021,9:42:12,1.12,19372.3,6.23,0.31,11.88,7.86,20.401
9/9/2021,9:57:12,1.13,19411.1,6.24,0.31,10.81,7.84,20.476
9/9/2021,10:12:12,1.11,19426.3,6.26,0.3,11.17,7.84,20.593
9/9/2021,10:27:12,1.2,19447.2,6.3,0.3,10.71,7.85,20.738
9/9/2021,10:42:12,1.22,19436.6,6.44,0.31,9.62,7.88,20.977
9/9/2021,10:57:12,1.28,19366.8,6.85,0.3,15.3,7.99,21.289
9/9/2021,11:12:12,1.48,18988.4,7.82,0.56,72.47,8.35,21.82
9/9/2021,11:27:12,1.46,19019.5,7.76,0.55,73.02,8.31,22.213
9/9/2021,11:42:12,1.48,18825.1,7.98,0.56,78.02,8.38,22.388
9/9/2021,11:57:12,1.42,18738.6,8.08,0.54,62.15,8.43,22.099
9/9/2021,12:12:14,1.38,18649.9,8.24,0.48,44.82,8.48,21.996
9/9/2021,12:27:12,1.42,18664.7,8.24,0.5,46.36,8.51,22.213
9/9/2021,12:42:12,1.42,18681.5,8.27,0.48,43.72,8.51,22.321
9/9/2021,12:57:12,1.47,18657.2,8.34,0.51,47.44,8.55,21.933
9/9/2021,13:12:12,1.45,18663.4,8.28,0.48,42.96,8.54,22.32
9/9/2021,13:27:12,1.51,18672.1,8.3,0.49,44.4,8.56,22.254
9/9/2021,13:42:12,1.48,18648.5,8.3,0.5,41.99,8.55,22.332
9/9/2021,13:57:12,1.61,18684.3,8.36,0.48,36.65,8.56,22.049
9/9/2021,14:12:12,1.56,18719.6,8.32,0.51,36.79,8.54,22.318
9/9/2021,14:27:12,1.58,18781.3,8.32,0.49,41.69,8.54,22.217
9/9/2021,14:42:12,1.63,18845.8,8.32,0.5,41.96,8.55,22.043
9/9/2021,14:57:12,1.64,18819.9,8.32,0.5,41.47,8.54,22.313
9/9/2021,15:12:12,1.24,18983.7,8.33,0.49,40.12,8.54,22.136
9/9/2021,15:27:12,1.39,19119.3,8.33,0.48,36.49,8.54,22.093
9/9/2021,15:42:12,1.47,19207.6,8.31,0.47,39.18,8.52,22.088
9/9/2021,15:57:12,1.64,19007.4,8.31,0.45,35.87,8.53,22.393
9/9/2021,16:12:12,1.6,18916.4,8.31,0.5,39.36,8.53,22.407
9/9/2021,16:27:12,1.78,18762.5,8.29,0.49,40.87,8.55,22.529
9/9/2021,16:42:12,1.75,18908.9,8.22,0.48,40.12,8.54,22.413
9/9/2021,16:57:12,1.61,18949.5,8.24,0.46,33.94,8.53,22.351
9/9/2021,17:12:14,1.55,19120.2,8.12,0.43,28.85,8.52,22.252
9/9/2021,17:27:12,1.49,19126.8,8.07,0.44,27.53,8.5,22.238
9/9/2021,17:42:12,1.58,19119.1,8.01,0.43,29.57,8.48,22.203
9/9/2021,17:57:12,1.55,19051.2,7.9,0.43,31.78,8.46,22.194
9/9/2021,18:12:12,1.55,18975.7,7.76,0.46,35.36,8.43,22.189
9/9/2021,18:27:12,1.62,18915.5,7.57,0.46,39.9,8.39,22.182
9/9/2021,18:42:12,1.65,18869.9,7.36,0.52,42.4,8.33,22.187
9/9/2021,18:57:12,1.56,18903.8,7.03,0.46,39.37,8.21,22.18
9/9/2021,19:12:12,1.57,18963.9,6.81,0.44,35.66,8.13,22.149
9/9/2021,19:27:12,1.48,19001.6,6.69,0.37,27.79,8.08,22.107
9/9/2021,19:42:12,1.45,19029.7,6.63,0.36,22.53,8.05,22.061
9/9/2021,19:57:12,1.44,19064.8,6.57,0.35,20.12,8.03,22.015
9/9/2021,20:12:12,1.38,19089.5,6.51,0.32,17.03,7.99,21.975
9/9/2021,20:27:12,1.35,19108.6,6.45,0.31,15.47,7.96,21.931
9/9/2021,20:42:12,1.3,19134.5,6.41,0.3,13.85,7.95,21.872
9/9/2021,20:57:12,1.31,19165.3,6.34,0.31,12.75,7.92,21.814
9/9/2021,21:12:12,1.3,19194.8,6.32,0.29,11.64,7.9,21.751
9/9/2021,21:27:12,1.28,19229.7,6.29,0.29,10.61,7.89,21.685
9/9/2021,21:42:12,1.24,19265.3,6.25,0.3,10.58,7.87,21.618
9/9/2021,21:57:12,1.31,19302.2,6.22,0.28,10.11,7.85,21.545
9/9/2021,22:12:12,1.28,19329.8,6.23,0.29,10.14,7.84,21.477
9/9/2021,22:27:12,1.39,19349.3,6.29,0.29,10.83,7.85,21.398
9/9/2021,22:42:12,1.38,19355.3,6.34,0.3,10.38,7.86,21.342
9/9/2021,22:57:12,1.43,19365.6,6.37,0.31,9.06,7.86,21.273
9/9/2021,23:12:12,1.33,19398.3,6.24,0.28,9.08,7.82,21.256
9/9/2021,23:27:12,1.4,19402.3,6.23,0.32,8.8,7.82,21.189
9/9/2021,23:42:12,1.74,19171,7.63,0.54,51.94,8.31,20.004
9/9/2021,23:57:12,1.78,18938.2,7.95,0.85,105.01,8.37,20.056
9/10/2021,0:12:14,1.85,18971.4,8.06,0.95,150.75,8.41,20.001
9/10/2021,0:27:12,1.86,19139,8.11,0.73,106.56,8.46,20.074
9/10/2021,0:42:12,1.78,19090.2,8.04,0.69,75.3,8.42,20.066
9/10/2021,0:57:12,1.75,19117.9,7.93,0.66,83.69,8.37,20.209
9/10/2021,1:12:14,1.45,19238.6,8,0.72,102.69,8.37,20.251
9/10/2021,1:27:12,1.41,19338,8.05,0.72,108.07,8.39,20.194
9/10/2021,1:42:12,1.54,19392.5,8.12,0.71,98.86,8.41,20.051
9/10/2021,1:57:12,1.49,19388.8,8.11,0.66,84.63,8.39,20.008
9/10/2021,2:12:12,1.48,19544.2,8.11,0.66,82.94,8.39,20.001
9/10/2021,2:27:12,1.26,19885,8.15,0.62,73.91,8.42,19.986
9/10/2021,2:42:12,1.12,19933.9,8.16,0.57,69.63,8.44,20.008
9/10/2021,2:57:12,1.11,19894.2,8.16,0.51,59.12,8.44,19.96
9/10/2021,3:12:12,1.13,19768.8,8.16,0.56,73.75,8.44,19.923
9/10/2021,3:27:12,1.02,19779.8,8.19,0.59,72.92,8.45,19.94
9/10/2021,3:42:12,1.19,19775.7,8.14,0.62,78.17,8.43,19.841
9/10/2021,3:57:12,1.16,19778.9,8.15,0.65,78.59,8.44,19.791
9/10/2021,4:12:12,1.21,19759.4,8.16,0.65,92.39,8.44,19.736
9/10/2021,4:27:12,1.17,19804.6,8.17,0.61,80.68,8.44,19.733
9/10/2021,4:42:14,1.06,19913.4,8.18,0.52,60.15,8.44,19.678
9/10/2021,4:57:12,1.12,19914.4,8.15,0.49,58.01,8.45,19.714
9/10/2021,5:12:12,0.95,19933.8,8.18,0.43,40.85,8.45,19.66
9/10/2021,5:27:12,1.03,19951.5,8.08,0.41,39.42,8.43,19.627
9/10/2021,5:42:12,0.98,19984.3,8,0.45,50.98,8.45,19.625
9/10/2021,5:57:12,0.95,19969,7.91,0.44,46.09,8.4,19.591
9/10/2021,6:12:12,0.91,19958.7,7.81,0.45,49.21,8.39,19.558
9/10/2021,6:27:12,0.93,19916.3,7.67,0.43,46.27,8.35,19.523
9/10/2021,6:42:12,0.96,19834.7,7.53,0.43,39.27,8.3,19.489
9/10/2021,6:57:12,0.97,19645.6,7.36,0.39,33.02,8.25,19.461
9/10/2021,7:12:14,0.99,19465.6,7.02,0.37,28.83,8.15,19.415
9/10/2021,7:27:12,0.97,19416.6,6.71,0.36,23.53,8.06,19.382
9/10/2021,7:42:12,0.97,19407.8,6.5,0.37,21.49,8,19.385
9/10/2021,7:57:12,0.99,19415.4,6.31,0.34,22.1,7.95,19.402
9/10/2021,8:12:12,0.98,19427,6.26,0.31,16.11,7.93,19.43
9/10/2021,8:27:12,0.94,19441.3,6.22,0.31,14.13,7.91,19.464
9/10/2021,8:42:12,0.96,19454.2,6.17,0.31,11.59,7.88,19.498
9/10/2021,8:57:12,0.95,19463.8,6.16,0.3,12.03,7.87,19.55
9/10/2021,9:12:12,0.95,19477.4,6.12,0.27,11.54,7.85,19.597
9/10/2021,9:27:12,0.97,19489.9,6.11,0.26,11.51,7.84,19.672
9/10/2021,9:42:12,0.97,19499.2,6.12,0.29,11.01,7.83,19.763
9/10/2021,9:57:12,0.93,19506.6,6.15,0.31,13.04,7.83,19.878
9/10/2021,10:12:12,0.95,19518.3,6.15,0.28,10.68,7.83,19.965
9/10/2021,10:27:12,0.97,19519.8,6.17,0.28,11.13,7.81,20.052
9/10/2021,10:42:12,1,19524.5,6.26,0.25,11.14,7.81,20.176
9/10/2021,10:57:12,0.97,19531.8,6.27,0.26,10.88,7.81,20.285
9/10/2021,11:12:12,1.14,19507.2,6.47,0.28,11.94,7.86,20.66
9/10/2021,11:27:12,1.28,19583.6,7.68,0.53,72.5,8.23,21.788
9/10/2021,11:42:14,1.25,19475.8,7.7,0.52,65.25,8.21,21.44
9/10/2021,11:57:12,1.25,19523.4,7.84,0.67,97.95,8.27,21.687
9/10/2021,12:12:12,1.16,19561,7.91,0.58,71.8,8.29,21.543
9/10/2021,12:27:12,1.15,19686.6,8.03,0.54,77.67,8.34,21.794
9/10/2021,12:42:12,1.11,19742.3,7.95,0.46,55.99,8.35,22.287
9/10/2021,12:57:12,1.06,19817.5,8.05,0.47,48.71,8.38,22.129
9/10/2021,13:12:14,1.05,19933.8,8.27,0.5,55.63,8.45,21.766
9/10/2021,13:27:12,1.07,19818.4,8.09,0.45,49.08,8.4,22.353
9/10/2021,13:42:12,1.09,19826.7,8.2,0.5,59.5,8.48,22.637
9/10/2021,13:57:12,1.09,19788.1,8.24,0.54,68.78,8.51,22.682
9/10/2021,14:12:12,1.1,19760.8,8.28,0.52,59.64,8.53,22.645
9/10/2021,14:27:12,1.21,19708.9,8.34,0.48,52.97,8.54,22.449
9/10/2021,14:42:12,1.32,19341.2,8.47,0.46,42.36,8.53,21.702
9/10/2021,14:57:12,1.4,19112.8,8.45,0.48,46.27,8.52,21.66
9/10/2021,15:12:12,1.43,19052,8.43,0.48,39.81,8.51,21.743
9/10/2021,15:27:12,1.4,19103.2,8.44,0.47,38.95,8.51,21.77
9/10/2021,15:42:12,1.34,19200.9,8.42,0.47,37.33,8.5,21.732
9/10/2021,15:57:12,1.32,19315.9,8.39,0.48,38.02,8.49,21.741
9/10/2021,16:12:12,1.34,19338,8.37,0.45,38.21,8.49,21.755
9/10/2021,16:27:12,1.35,19329.4,8.37,0.45,36.08,8.48,21.848
9/10/2021,16:42:12,1.43,19230.4,8.4,0.44,36.59,8.5,21.948
9/10/2021,16:57:12,1.59,19161,8.44,0.47,35.75,8.51,22.055
9/10/2021,17:12:12,1.62,19207.1,8.42,0.46,36.76,8.5,21.933
9/10/2021,17:27:12,1.6,19275.5,8.38,0.46,33.07,8.51,21.932
9/10/2021,17:42:12,1.46,19297.9,8.33,0.42,29.7,8.49,21.856
9/10/2021,17:57:12,1.32,19321.9,8.21,0.41,28.45,8.48,21.857
9/10/2021,18:12:14,1.27,19313.9,8.13,0.41,33.12,8.46,21.779
9/10/2021,18:27:12,1.26,19320,7.97,0.43,40.57,8.42,21.79
9/10/2021,18:42:12,1.24,19353.9,7.8,0.46,44.36,8.39,21.819
9/10/2021,18:57:12,1.21,19408.8,7.61,0.45,51.09,8.35,21.835
9/10/2021,19:12:12,1.16,19476.9,7.35,0.44,50.54,8.29,21.864
9/10/2021,19:27:12,1.06,19572.9,7,0.42,48.38,8.19,21.891
9/10/2021,19:42:12,1.05,19648.7,6.73,0.37,42.39,8.09,21.887
9/10/2021,19:57:12,1.01,19697.8,6.52,0.38,34.87,8.03,21.87
9/10/2021,20:12:12,1.02,19718.9,6.44,0.31,29.03,7.98,21.837
9/10/2021,20:27:14,1,19750.7,6.35,0.31,25.25,7.95,21.798
9/10/2021,20:42:12,1,19768.6,6.3,0.28,21.96,7.92,21.751
9/10/2021,20:57:12,0.98,19785.8,6.25,0.29,19.71,7.9,21.706
9/10/2021,21:12:12,0.96,19803.8,6.22,0.3,17.28,7.88,21.649
9/10/2021,21:27:12,0.93,19822.9,6.17,0.27,15.46,7.87,21.59
9/10/2021,21:42:12,0.91,19840.7,6.13,0.27,13.87,7.85,21.525
9/10/2021,21:57:12,0.95,19853.6,6.1,0.25,12.97,7.82,21.458
9/10/2021,22:12:12,0.95,19864.5,6.08,0.27,12.84,7.82,21.384
9/10/2021,22:27:12,0.96,19874.5,6.07,0.27,12.48,7.81,21.305
9/10/2021,22:42:12,0.97,19882.6,6.08,0.28,13.77,7.8,21.212
9/10/2021,22:57:12,1.04,19884.2,6.09,0.29,12.28,7.79,21.13
9/10/2021,23:12:12,1.01,19889.2,6.11,0.28,12.1,7.79,21.055
9/10/2021,23:27:12,1.03,19894.3,6.08,0.27,13.52,7.78,20.985
9/10/2021,23:42:12,1.04,19898.3,6.09,0.28,12.08,7.77,20.909
9/10/2021,23:57:12,1.1,19901.4,6.11,0.31,12.93,7.77,20.851
9/11/2021,0:12:12,1.07,19907.1,6.13,0.27,11.46,7.78,20.797
9/11/2021,0:27:12,1.08,19909.3,6.26,0.27,10.91,7.79,20.673
9/11/2021,0:42:12,1.12,19765.4,7.16,0.33,21.64,8.08,19.57
9/11/2021,0:57:12,1.21,19588.2,7.99,0.59,75.19,8.35,18.944
9/11/2021,1:12:12,1.22,19551.5,8.11,0.66,98.28,8.38,19.033
9/11/2021,1:27:12,1.26,19522.5,8.14,0.68,95.46,8.38,18.844
9/11/2021,1:42:12,1.24,19484,8.16,0.68,105.51,8.39,18.793
9/11/2021,1:57:12,1.26,19393,8.11,0.62,75.61,8.36,19.069
9/11/2021,2:12:12,1.33,19271.9,8.11,0.6,77.72,8.38,19.204
9/11/2021,2:27:12,1.39,19170.1,8.19,0.64,81.85,8.42,19.319
9/11/2021,2:42:12,1.42,19205.7,8.18,0.63,69.49,8.43,19.336
9/11/2021,2:57:12,1.42,19340,8.19,0.65,81.91,8.44,19.375
9/11/2021,3:12:12,1.42,19391.9,8.15,0.61,72.22,8.43,19.415
9/11/2021,3:27:12,1.42,19464.2,8.16,0.61,93.23,8.45,19.531
9/11/2021,3:42:12,1.38,19504.7,8.18,0.57,72.47,8.44,19.485
9/11/2021,3:57:12,1.36,19571.1,8.2,0.6,73.89,8.47,19.592
9/11/2021,4:12:12,1.37,19728.5,8.19,0.6,67.37,8.48,19.642
9/11/2021,4:27:12,13.76,19835.9,8.19,12.24,70.24,8.49,19.654
9/11/2021,4:42:12,1.36,19847.4,8.23,0.64,69.95,8.5,19.495
9/11/2021,4:57:12,1.31,19822.3,8.24,0.57,60.18,8.5,19.35
9/11/2021,5:12:12,1.32,19782,8.25,0.5,51.87,8.5,19.208
9/11/2021,5:27:12,1.37,19717,8.29,0.55,62.4,8.5,18.962
9/11/2021,5:42:12,1.34,19772,8.27,0.55,53.62,8.51,18.973
9/11/2021,5:57:12,1.23,19815.4,8.23,0.5,50.74,8.49,19.039
9/11/2021,6:12:12,1.14,19828.2,8.22,0.49,41.65,8.48,19.055
9/11/2021,6:27:12,1.1,19878.9,8.12,0.43,33.06,8.47,19.174
9/11/2021,6:42:12,1.04,19799.7,8.07,0.4,35.83,8.47,19.247
9/11/2021,6:57:12,1.06,19698.7,8.05,0.41,33.59,8.46,19.22
9/11/2021,7:12:14,0.95,19570.6,8.03,0.41,24.95,8.44,19.165
9/11/2021,7:27:12,0.92,19461.2,8.02,0.38,26.32,8.44,19.067
9/11/2021,7:42:12,0.93,19379.2,8.01,0.37,25.1,8.39,19.007
9/11/2021,7:57:12,0.93,19371.4,7.95,0.38,23.2,8.36,18.94
9/11/2021,8:12:12,0.87,19414.2,7.86,0.34,20.21,8.3,18.883
9/11/2021,8:27:12,0.88,19465.6,7.77,0.34,17.77,8.25,18.891
9/11/2021,8:42:12,0.86,19521.1,7.61,0.33,15.81,8.19,18.99
9/11/2021,8:57:12,0.85,19597,7.31,0.29,14.29,8.1,19.16
9/11/2021,9:12:12,0.88,19661.5,7.06,0.31,12.79,8.01,19.322
9/11/2021,9:27:12,0.89,19711.1,6.83,0.3,12.74,7.94,19.455
9/11/2021,9:42:12,0.89,19743.6,6.66,0.29,11.97,7.9,19.57
9/11/2021,9:57:12,0.87,19766.5,6.54,0.29,12.36,7.87,19.688
9/11/2021,10:12:14,0.91,19798.4,6.41,0.3,12.46,7.84,19.814
9/11/2021,10:27:12,0.91,19814,6.34,0.26,10.3,7.82,19.944
9/11/2021,10:42:12,0.92,19838.4,6.27,0.29,10.4,7.8,20.077
9/11/2021,10:57:12,0.91,19849.6,6.25,0.27,10.97,7.79,20.25
9/11/2021,11:12:12,0.89,19857,6.17,0.27,9.73,7.79,20.306
9/11/2021,11:27:12,0.99,19872.4,6.23,0.27,10.55,7.8,20.499
9/11/2021,11:42:12,1.04,19849,6.32,0.3,12.4,7.81,20.328
9/11/2021,11:57:12,0.94,19897,7.24,0.28,17.58,7.98,21.822
9/11/2021,12:12:14,1.09,20034.8,7.87,0.32,25.63,8.31,23.737
9/11/2021,12:27:12,1.12,20178.7,8.11,0.38,33.64,8.45,24.011
9/11/2021,12:42:12,1.1,20229.8,8.22,0.37,31.25,8.49,24.145
9/11/2021,12:57:12,1.17,20291.6,8.32,0.4,32.44,8.53,24.047
9/11/2021,13:12:12,1.11,20381.2,8.47,0.39,31.65,8.58,23.775
9/11/2021,13:27:12,1.11,20422.5,8.48,0.41,30.06,8.58,23.813
9/11/2021,13:42:12,1.07,20433.5,8.54,0.38,28.25,8.6,23.8
9/11/2021,13:57:12,1.03,20432.9,8.59,0.36,23.81,8.6,23.781
9/11/2021,14:12:12,1.01,20406.3,8.63,0.3,20.69,8.6,23.911
9/11/2021,14:27:12,0.96,20354.6,8.66,0.31,18.69,8.6,24.008
9/11/2021,14:42:12,0.91,20248,8.71,0.31,15.17,8.61,23.771
9/11/2021,14:57:12,0.95,20220,8.78,0.31,14.23,8.61,23.627
9/11/2021,15:12:12,1.02,20262.6,8.77,0.33,14.85,8.62,23.883
9/11/2021,15:27:12,0.96,19995.6,8.86,0.33,15.61,8.61,23.175
9/11/2021,15:42:12,0.93,19919.9,8.88,0.33,14.31,8.61,23.219
9/11/2021,15:57:12,0.95,19854.2,8.89,0.31,9.94,8.6,23.211
9/11/2021,16:12:12,0.97,19768.6,8.89,0.28,8.37,8.6,23.16
9/11/2021,16:27:12,0.97,19845.7,8.87,0.29,8.87,8.59,23.283
9/11/2021,16:42:14,1.06,19916.5,8.85,0.27,9.9,8.59,23.344
9/11/2021,16:57:12,1.03,19794.5,8.86,0.28,8.85,8.59,23.089
9/11/2021,17:12:12,1.04,19808.2,8.83,0.31,9.44,8.58,23.098
9/11/2021,17:27:12,1.11,19824.1,8.81,0.3,9.77,8.58,23.1
9/11/2021,17:42:12,1.31,19838.3,8.79,0.3,9.86,8.57,23.121
9/11/2021,17:57:12,1.13,19869.1,8.7,0.32,10.08,8.56,23.133
9/11/2021,18:12:12,1.25,19850.3,8.74,0.31,9.06,8.56,23.167
9/11/2021,18:27:14,1.23,19878.9,8.55,0.33,11.22,8.54,23.219
9/11/2021,18:42:12,1.24,19858.2,8.48,0.32,11.38,8.53,23.155
9/11/2021,18:57:12,1.21,19873.9,8.32,0.29,18.65,8.54,23.12
9/11/2021,19:12:12,1.19,19895.2,8.13,0.34,22.87,8.48,23.107
9/11/2021,19:27:12,1.08,19948.4,7.85,0.36,30.01,8.41,23.11
9/11/2021,19:42:12,1.05,20007.3,7.58,0.39,33.28,8.36,23.095
9/11/2021,19:57:12,1.02,20075.3,7.27,0.38,37.65,8.29,23.075
9/11/2021,20:12:12,1.05,20144,6.78,0.37,36.9,8.16,22.993
9/11/2021,20:27:12,1.04,20187.1,6.44,0.37,33.27,8.07,22.902
9/11/2021,20:42:12,1.01,20208.5,6.24,0.34,28.15,8,22.809
9/11/2021,20:57:12,0.99,20222.3,6.12,0.31,23.47,7.96,22.725
9/11/2021,21:12:12,1,20235.6,6.04,0.32,20.55,7.94,22.653
9/11/2021,21:27:12,0.99,20245.2,5.98,0.31,17.58,7.91,22.582
9/11/2021,21:42:12,0.99,20252.2,5.95,0.3,16.18,7.89,22.509
9/11/2021,21:57:12,0.97,20258.5,5.91,0.26,14.38,7.88,22.427
9/11/2021,22:12:12,0.98,20266.2,5.88,0.27,12.87,7.86,22.338
9/11/2021,22:27:12,0.97,20276.5,5.86,0.27,12.32,7.85,22.25
9/11/2021,22:42:12,0.98,20285.3,5.83,0.24,11.63,7.83,22.151
9/11/2021,22:57:12,0.97,20289.3,5.8,0.24,11.2,7.82,22.054
9/11/2021,23:12:12,0.99,20295.5,5.8,0.24,12.27,7.81,21.947
9/11/2021,23:27:12,1.02,20298.1,5.79,0.28,13.01,7.8,21.844
9/11/2021,23:42:12,1.04,20300.6,5.75,0.26,11.9,7.79,21.761
9/11/2021,23:57:12,1.05,20298.8,5.74,0.26,12.22,7.78,21.667
9/12/2021,0:12:12,1.09,20301.3,5.73,0.26,14.34,7.78,21.574
9/12/2021,0:27:12,1.13,20299.9,5.69,0.25,10.88,7.76,21.503
9/12/2021,0:42:12,1.17,20298.5,5.73,0.27,13.17,7.76,21.407
9/12/2021,0:57:14,1.19,20303.8,5.73,0.31,12.7,7.76,21.329
9/12/2021,1:12:12,1.16,20304,5.75,0.28,12.35,7.76,21.266
9/12/2021,1:27:12,1.19,20298.2,5.85,0.27,10.31,7.77,21.185
9/12/2021,1:42:12,1.17,20269.2,6.21,0.25,9.31,7.87,20.817
9/12/2021,1:57:12,1.27,20254.3,8.06,0.49,50.57,8.51,19.161
9/12/2021,2:12:12,1.29,19812.3,8.07,0.6,71.96,8.46,19.203
9/12/2021,2:27:12,1.27,19647.8,7.98,0.58,64.76,8.4,19.321
9/12/2021,2:42:14,1.28,19367,8.08,0.6,72.11,8.42,19.364
9/12/2021,2:57:12,1.3,19260.4,8.15,0.56,69.33,8.45,19.311
9/12/2021,3:12:12,1.31,19198.6,8.18,0.58,65.59,8.48,19.27
9/12/2021,3:27:12,1.39,19067.7,8.14,0.56,72.4,8.49,19.594
9/12/2021,3:42:12,1.28,19061.2,8.2,0.53,57.75,8.51,19.42
9/12/2021,3:57:12,1.23,19089.5,8.29,0.56,68.77,8.53,18.975
9/12/2021,4:12:12,1.24,18949.4,8.31,0.52,53.84,8.54,19.04
9/12/2021,4:27:12,1.26,18910.1,8.26,0.49,45.82,8.54,19.174
9/12/2021,4:42:12,1.23,18940,8.28,0.49,39.14,8.54,18.991
9/12/2021,4:57:12,1.23,18908.5,8.17,0.48,43.32,8.52,19.562
9/12/2021,5:12:12,1.27,18879.6,8.17,0.5,46.7,8.52,19.48
9/12/2021,5:27:12,1.25,18902.6,8.2,0.48,39.57,8.52,19.064
9/12/2021,5:42:12,1.2,18861.9,8.15,0.48,42.67,8.51,19.5
9/12/2021,5:57:12,1.26,18934.7,8.2,0.49,39.68,8.52,19.041
9/12/2021,6:12:12,1.27,18984.3,8.24,0.49,41.65,8.52,18.745
9/12/2021,6:27:12,1.14,19013.1,8.25,0.44,35.48,8.55,18.674
9/12/2021,6:42:12,1.05,19021.6,8.22,0.39,30.23,8.54,18.742
9/12/2021,6:57:12,1.03,19008.8,8.12,0.4,28.39,8.52,18.962
9/12/2021,7:12:12,1.03,18988.1,8.1,0.38,24.86,8.51,19.082
9/12/2021,7:27:12,0.99,18978,8.12,0.38,23.44,8.51,19.263
9/12/2021,7:42:12,0.95,18978.2,8.06,0.39,26.04,8.51,19.342
9/12/2021,7:57:12,0.95,18992.8,8.01,0.38,24.2,8.48,19.411
9/12/2021,8:12:12,0.93,19014,8.04,0.39,23.95,8.48,19.375
9/12/2021,8:27:12,0.89,19061.6,8.06,0.37,22.07,8.47,19.288
9/12/2021,8:42:14,0.9,19082.8,8.06,0.36,21.81,8.47,19.333
9/12/2021,8:57:12,0.91,19117.7,8.04,0.35,20.32,8.46,19.428
9/12/2021,9:12:12,0.89,19145.7,8.03,0.34,18.7,8.45,19.476
